audio_file|text|speaker_name
greeting/greeting_001.wav|vannak és Teszák Sándor győzött. Kedves Sándor! Szeretettel várom! Gratulálok! Erre tessék! Kedves Sándor, Öné az alkalmazta, dresszét, hogy parancsoljon, foglaljon helyet. Legközelebb én is így|vago
greeting/greeting_002.wav|jövök. Esküszöm. No hát sok szeretettel gratulálok! Nagyszerű, szép megfejtés volt. Szabad azt mondanom, hogy különösen egy tengerész tőle? Na de, hát az is azért egy jelentős élete, életesemény. Merrefele járt? Engem|vago
greeting/greeting_003.wav|kedves Sándor, érdekes élet. Remélem, hogy érdekes játék lesz. Legyen Ön is milliomos! Lássuk az elsőt ötezerért. Milyen a szomszéd nője Jack Lemmon és Walter Matthau filmjének címe szerint? A szomszéd nője mindig szőkébb|vago
transition/transition_012.wav|No, hát akkor erről ne beszéljünk többet. Mindenesetre egy mentővel úszott. Sajnálom. Maradt még kettő a következő adásra, amikor a hetedik kérdést fogom feltenni háromszázezer forintért. Szeretettel várom!|vago
transition/transition_013.wav|Kivel érkezett most Sándor? Akkor jó estét kívánunk nekik is! És akkor folytatódjék a játék azzal, aki szinte az egész világot már bejárta. Itt a hetedik kérdés 300 ezer forintért.|vago
question/question_024.wav|vagy Knezich Károly mondják Knézicsnek is. Kérdezzük meg a közönséget? Kérdezzük őket! Kedves közönség! A kérdés tehát egészen pontosan így szól, hogy ki nem volt az aradi vértanúk egyike?|vago
greeting/greeting_007.wav|Gratulálok! Köszönöm. Ez igen! Sándor esküszöm úgy játszik, hogy feltételezem, hogy tudja, csak itten csinálja, hogy növelje a feszültséget. Azért|vago
greeting/greeting_008.wav|Gratulálok! Jókor álltál.|vago
transition/transition_014.wav|Tegyék időrendi sorrendbe az alábbi esztergomi érsekeket A. Mindszenti József, B. Bakócz Tamás, C. Paskay László, D. Pázmány Péter. És akkor máris mondom 1497-től.|vago
neutral/neutral_012.wav|meg ez a Nyugat-Afrika izgat, de tudom, hogy arrafelé is járt. Ezek Afrika legszebb helyei. Igen, csak mert múlt időben mondja azóta, azóta ottan volt egy- Hol? Érdekes váltás. Kivel érkezett? Tehát van a fiú.|vago
question/question_003.wav|A szomszéd nője mindig zöld. Érdekes cím. Megjelöljük a B-t. Ráadásul még igaz is. De volt egy folytatása, hogy milyen királyságnak nevezik a rövid ideig tartó hatalmat?|vago
question/question_004.wav|huszonöt ezerért. Milyen gazdasági társulás nevét vette fel egy magyar rockegyüttes a nyolcvanas években? Afész,|vago
question/question_005.wav|Mi a neve a Bánk bán intrikáló Lézengő Ritterének? Ő Solum|vago
excitement/excitement_010.wav|Berlin, London. Hát ott németül beszélnek. De miért? És miért angol neve volna? Megjelöljük a C-t. [áthallás] Bizony. Csak szívesen hallottam ezt a történetet, hogy ezt meggyőződéssel mondja. Így van, erről van|vago
neutral/neutral_013.wav|szó. Ugyanis melyik városban állítanának fel még egy ellenőrzőpontot, ugye? Nyilván egy olyan városban, amely ketté van osztva. Szörnyű történet volt. Itt a hatodik kétszázezerért.|vago
neutral/neutral_014.wav|A reneszánsz, a gótika, a barokk vagy a klassicizmus? Itt vagyok én szívesen. Mondja, tudom, nem is nézek én oda. Melyik az a román? Tudja, melyik a román? Valaki oly szépen elmesélte nem is|vago
question/question_009.wav|Hogyan? Hogyan? Hogyan fejlesztené tovább ezt a stílust, hogyha ön építész volna? Mert az milyen? Szép mind a négy. Tehát azt mondja, ha építésznak, a zömök falakat egy picit megvékonyítaná és ezeket|vago
question/question_010.wav|a legömbölyített öhm hogy mondjam ablaktetőket, ezeket meghosszabbítaná? Így érti? És akkor most milyen stílust írtunk le?|vago
question/question_011.wav|Mit jelent a reneszánsz? Újjászületés? Mi született ott újjá? Tehát a román stílus után újjászületik a román stílus? Melyiket? Tehát előbb voltak a vékony, finom, csúcsíves. Melyik?|vago
confirmation/confirmation_002.wav|menc! Ha kíván segítséget, igénybe venni, természetesen. Igen? Jó. Megfelelően meg- megfelezi a számítógép. Vegyen el kettőt. A barokkról nem beszéltünk még. A barokkra mi a jellemző? Amikor azt mondják, hogy olyan barokkos,|vago
neutral/neutral_015.wav|a románhoz képest tényleg nagy változás volna. A reneszánszban az ókori római művészetek születtek újjá. Ezt csak hozzáteszem, mert most már nyilvánvaló, hogy nem a reneszánszról van szó.|vago
confirmation/confirmation_003.wav|tengerész volt. Úgy is mondhatom, hogy matróz. Valamitől ezt a foglalkozást misztikum övezi. Természetesen egy tengerpart nélküli országban,-- de most már nem azt csinálja. Mondja el, hogy miért váltott!|vago
excitement/excitement_011.wav|és hát ezt bizonyára meg fogják jegyezni, a másik három is kapott ugyancsak szavazatot. Igen, ezek szerint. De hát még nem dőlt el. Milyen érdekes, hogy ismét ha már neveknél tartunk, nem mindegyik tipikusan magyar|vago
question/question_016.wav|és nézzük, hogy ki nem volt az aradui-- az aradi vértanúk egyike.|vago
question/question_017.wav|"egyrészről minek a birtokos esete a ""der"" elöljáró, és aztán, hogy ezek milyen nemű szavak a németben. Hát ez hosszú. Nahát, kit hívjunk? Horváth Jánosnént,"|vago
neutral/neutral_016.wav|Sándor azért választotta magát, talán többek között, mert klasszikus zenében azt gondolja, hogy ön van otthon? Hát. Átadom akkor Sándornak a szót. Jó? Szép kérdés, Tessék, harminc másodperc.|vago
question/question_019.wav|Ki nem volt a kerekasztal lovagja?|vago
question/question_020.wav|Esendve kérem, valamit mondjon. Miért pont azt?|vago
question/question_021.wav|Milyen származású volt a budapesti Margit híd tervezője?|vago
neutral/neutral_017.wav|Sose ment még át a Margit híd alatt? Hát akkor meg akkor hallott róla. A sti-- hány híd alatt ment el? Hát a stílusából meg kell tudnia mondani. Igen.|vago
tension/tension_018.wav|ez a kérdés, mert ugye tudja, hogy van egy hidunk, a Lánchíd, amelynek a tervezője|vago
excitement/excitement_001.wav|biztos, hogy az jelenti, hogy én ezzel nem értek egyet. Itt az ötödik, és ez már garantált százezer ismét. Melyik város nevezetessége volt a Checkpoint Charlie? New York, San Francisco,|vago
excitement/excitement_002.wav|hogy melyik követte a román stílust.Így is van. Helyes, helyes.|vago
greeting/greeting_009.wav|Köszönjük szépen! Tessék parancsolni, Sándor! Köszönjük szépen! Tehát aki emlékszik Teszák Sándor múltkori játékára, az konstatálhatja, hogy eddig elég jól ment.|vago
question/question_025.wav|Melyik városunkban van a Szúrakaténusz Játékmúzeum? Kecskeméten, Szegeden, Debrecenben vagy Egerben? Hát ehhez az országot kell járni, persze.|vago
excitement/excitement_005.wav|de Szúrakaténusz Játékmúzeum. Reméljük, hogy van. Nézzük így van nem csak a múzeum, de játszóház is van. Helyes. Na itt a nyolcadik 500 ezer forintért. Milyen névet lett világhírű filmsztár Bernard Schwartz?|vago
neutral/neutral_018.wav|származott el? Már úgy értem, nem személy szerint, hanem a családja. Nézzük meg! Nézzük. Jó lesz. Így van. Ha jól tudom, a szülei mentek ki. A papa volt szabó, a mama pedig vezette az üzletet.|vago
excitement/excitement_007.wav|Igaza van, bizony bizony, de ugyanabban a korban élt Dembinski. Török, majd francia emigrációban élt, utána lengyeles a név. Helyes. Itt a tizedik másfél millióért, és ha ez megvan, ez már garantált nyeremény. Nézzük ezt!|vago
tension/tension_019.wav|magának annyiban tudok segíteni, hogy adok egy telefonszámot. Azt mondta nem tudom.Kunz Der Fuge. Jól hangzik.|vago
neutral/neutral_019.wav|Megjelöljük a fugát. Na most ezt ugye tudja Sándor, hogy ha nem jó, akkor százezer, tehát olyan nagyon nagy. Ez biztos, hogy így van. És hát én rettegek, mert azt mondta, hogy nem tudja|vago
transition/transition_015.wav|Esztergomi esek Bakócz Tamás 1616-tól Pázmány Péter, 1945-től Mindszenti József, jelenleg pedig Paskay László, tehát B, D, A, C. Lássuk, hogy kinek sikerült ez a sorrend. Három, négyen|vago
tension/tension_002.wav|vagy zöldebb, vagy teltebb vagy mélyebb dekoltázsú az a szomszéd nő?|vago
tension/tension_003.wav|Húsvéti, karácsonyi ez a királyság pünkösdi vagy újévi? Megjelöljük a C-t, mert ez egy pünkösdi királyság. A rövid ideig tart. Remélem hosszabb ideig lesz. Itt a harmadik|vago
transition/transition_016.wav|GMK, KFT vagy TS. A KFT együttes. Megjelöljük. Na jó, itt van a negyedik ötvenezerért.|vago
tension/tension_005.wav|vagy Biberach, esetleg Tiborcz? A lézengő Ritter|vago
neutral/neutral_020.wav|Magyarországon belül mennyit utazott? Elegendő erőt, érez és meggyőződést magában ahhoz, hogy meg is jelölje? Tehát menjen! Jó, Megjelöljük az A-t Kecskeméten, mert bár ott nincsen|vago
tension/tension_007.wav|vagy Arnold Schwarzenegger? Melyiket tudja kizárni? Tehát elképzelhető, hogy ő meghosszabbította a nevét? Azt mondja, nem elképzelhető, hogy meghosszabbította. Rendben van. Mert úgy értem, a rendben van, hogy megértettem.|vago
tension/tension_008.wav|Igen, gyorsan körbement és kizárta a másik hármat. Vagy Sándor, ha úgy ítéli meg, hogy tudja, hogy Tony Curtist úgy hívták régen, hogy Bernard Schwartz, akkor ne zaklassuk egymást tovább. Jelöljük meg a B-t és azt-- hát jó.|vago
question/question_026.wav|név. De hát ezt tudjuk. Tehát tudja, ahol a Dembinski utca. Van egy hosszú Dembinski utca. Nem akarnám én untatni a nem budapesti nézőket. Megjelöljük a C-t, megjelöljük a C-t,|vago
question/question_027.wav|vagy a szonáta művészetéről?|vago
neutral/neutral_021.wav|Tehát ez a mű címe, hogy a valami művészete.|vago
tension/tension_012.wav|Ismer valakit, akinek viszont a területe? Igen, az a rossz hírem, hogy ezt inkább német. Kicsit segítsek? Úgy kezdődik, hogy Kunst der. És ez egy birtokos eset.|vago
tension/tension_013.wav|Hát tudom, ez a megérzése. Vagy tudja,|vago
neutral/neutral_022.wav|vagy így olvasta, vagy így emlékszik a gyalog galoppból. Megjelöljük a C-t. Tessék. Ebben teljesen igaza van. Nyerni valója azonban mintegy másfél millió ezzel a bökéssel.|vago
question/question_028.wav|orosz vagy francia?|vago
transition/transition_017.wav|Most már nem adja fel, most tovább játsszuk. Hát ezt tudja. Egy. Először is víz fölött van, tehát otthon kell lennie benne.|vago
transition/transition_018.wav|angol. Igen. Nem? A Clark, Clark Ádám vagy a William Tyler Clark. Két Clark is volt. Na most, ha két angol lenne, arról már tudnánk.|vago
transition/transition_019.wav|Úgyhogy arra kérném szépen, hogy jelöljön meg akkor egy... [nevet] Igen? Na jó, rendben van, jelölje meg a belgát,|vago
transition/transition_001.wav|hát akkor itt a következő sorkérdés a Népszabadság archívumából|vago
neutral/neutral_023.wav|tudja, mit jelent az, hogy ritlovan? Az van rejten, de ön inkább angolosan a tengereket járta. És mit mondott? Igen, azt mondta. Jelöljük meg. Igen. Megjelöljük a C-t. Ha visszakérdezek, nem|vago
transition/transition_003.wav|akkor azt hogy értik? Olyan barokkos, barokkos a stílusa, barokkos a megjelenése. Igen, jó. Megjelöljük a B-t. Barokkosra azt szokták mondani, hogy olyan túldíszített, túlcicomázott. Hát az|vago
neutral/neutral_024.wav|most. Dembinski Henry kapott 66%-ot, de érdekes módon|vago
neutral/neutral_025.wav|Hát az ön területe Togó és Elefántcsontpart, meg Malajzia és a többi.|vago
neutral/neutral_026.wav|aki klasszikus zenében nagyon otthon van? Na de azért csak megbeszéltem, hogy akkor értem, és ő tudja, hogy ezért fogjuk őt zaklatni. Jó. Kezicsókolom, Vágó István vagyok. Horváth Jánosnét keresem. Kezicsókolom.|vago
neutral/neutral_027.wav|és a vége foglalkozik a kantáta is ebben akkorban. Nézzük.|vago
neutral/neutral_028.wav|Sándor! Hát mert ő spanyol nemzeti hős volt. Mert ő spanyol volt, nem angol, nem angolszász. Ez egy régi történet. Régi mondakör a kerekasztal. Megértem, itt a tizenkettedik ötmillióért.|vago
question/question_029.wav|Nem érez meg magának három és fél millió forintot?|vago
transition/transition_010.wav|Pedig hihetetlen érzékkel nyúlt bele. A játékon kívül mindenki ezt csinálja most az országban a játékon kívül, otthonról kell nézni a műsort, ott lehet játékon kívül. Kérem szépen. Rendben van. Hihetetlen volt idáig a játék.|vago
